11:android developer,11:good communication;13:computer science;19:research;26:test cases;28:web technologies;31:digital marketing;38:real estate;44:git;60:web analytics;61:xml;65:seo;66:social media;68:maintaining;74:email;83:facebook;102:analytical;106:analytical skills;107:copyright;108:jquery;109:javascript;111:open source;112:css3;125:sales;140:core java;143:html;145:json;146:soap;147:sql;148:conceptualization;151:side;152:development;153:front end;154:it;164:java;165:oop;166:c++;167:multithreading;168:uml;170:oops;171:.net;172:debugging;176:networking;177:mysql;180:hibernate;185:agile;186:rest;189:j2ee;190:api;194:hr;226:troubleshooting;231:python;243:c;247:ipc;257:developing;276:php;278:css;279:software development;280:technical;281:photoshop;282:mca;283:ajax;284:application;285:web;286:design;293:android;294:btech;295:iphone;296:server;297:ios;298:platforms;299:objective c;300:programming;301:testing;302:mobile;303:xcode;304:application development;305:eclipse;306:sdk;307:applications;309:bpo;323:bca;327:b sc;341:information technology;357:data structures;358:http;361:backend;375:data management;406:cv;411:erp;427:quality;429:com;431:time;432:cloud;441:software;443:consulting;445:coding;464:interpersonal skills;465:ites;476:mvc;503:tools;504:joomla;525:web development;547:architecture;549:business executive;564:microsoft;566:database;567:object oriented programming;568:support;590:algorithms;591:sql server;593:net;596:application programming;599:software services;602:marketing automation;631:analytics;661:taxation;782:solid;789:six sigma;790:pmp;791:oracle;792:assembly language;793:real time operating systems;796:automation;827:usability;830:html5;837:focus;848:life cycle;857:bi;860:product management;864:module;881:manager technology;898:level;937:asp;944:service;950:machine learning;951:jira;952:financial services;982:application architecture;998:developer;1019:ui development;1020:design patterns;1021:software engineering;1037:scrum;1039:android sdk;1059:motion graphics;1072:ui;1074:infrastructure;1076:saving;1118:deployment;1147:consultancy;1151:e-commerce;1175:design development;1229:web services;1304:cad;1320:memory management;1338:mobile development;1351:tomcat;1352:selenium;1354:android development;1355:android studio;1376:proactive;1416:data warehousing;1428:performance tuning;1470:user interface designing;1511:good communication skills;1527:architects;1556:pl;1589:optimization;1599:sqlite;1713:cables;1716:user experience;1729:agile methodology;1730:unit testing;1746:specification;1760:problem solving;1764:business analysts;1765:lead developers;1766:ios development;1786:time management;1814:mnc;1834:mail;1854:msc;1888:obiee;1926:technical product configuration;1927:integration php;2033:tuning;2066:mobile applications;2257:sms;2294:swift;2298:basic;2305:product design;2348:gradle;2349:android application;2604:sensors;2607:architectural design;2660:code review;2661:application design;2745:interfaces;2768:end user;2777:bsc;2818:general;2857:mvvm;2858:mvp;2898:opencart;2905:object oriented design;2978:continuous integration;2979:mobile application development;3077:messaging;3112:netbeans;3114:refrigeration;3154:complex;3583:process associate;3638:android application development;3851:google maps;4311:retrofit;4507:business research;4535:views;4597:application deployment;4949:solutions;5100:google api;5158:map;6107:roid;6679:client server;7069:optimisation;7070:ndk;7620:web crawling;7855:rdbmsjson;7856:sqlitememory management;7871:m c a;7872:m sc;7873:web based;8009:android framework;8104:working;8977:jenkin;9768:microsoft certified professional;10327:android developer;10420:database management system;10566:tool;11417:mobile device management;12661:roid application development
12:ios developer,7:requirements;13:computer science;20:management;26:test cases;28:web technologies;44:git;59:website;61:xml;63:google analytics;66:social media;74:email;102:analytical;107:copyright;108:jquery;109:javascript;110:cakephp;111:open source;112:css3;132:it services;143:html;145:json;146:soap;147:sql;152:development;153:front end;154:it;164:java;166:c++;167:multithreading;171:.net;172:debugging;176:networking;177:mysql;185:agile;186:rest;190:api;194:hr;197:iso 9001;231:python;233:archiving;243:c;249:svn;257:developing;276:php;280:technical;283:ajax;284:application;285:web;286:design;293:android;295:iphone;297:ios;299:objective c;300:programming;301:testing;302:mobile;303:xcode;304:application development;305:eclipse;306:sdk;307:applications;315:customer support;323:bca;324:graphics;325:b tech;326:core;327:b sc;328:b e;329:publishing;330:animation;341:information technology;357:data structures;358:http;359:software design;361:backend;364:hospitality;380:linux;427:quality;432:cloud;441:software;443:consulting;445:coding;476:mvc;478:technical documentation;503:tools;505:wordpress;506:xhtml;518:windows;523:magento;526:singleton;547:architecture;549:business executive;564:microsoft;567:object oriented programming;568:support;589:documentation;590:algorithms;595:drupal;599:software services;720:asp.net;737:cms;782:solid;789:six sigma;790:pmp;791:oracle;792:assembly language;793:real time operating systems;796:automation;814:layout;833:user interface;837:focus;884:version control;898:level;912:offshore;925:process automation;927:pdf;930:silicon;946:stores;966:laravel;967:codeigniter;998:developer;1020:design patterns;1037:scrum;1072:ui;1074:infrastructure;1152:crm;1229:web services;1315:apache;1320:memory management;1338:mobile development;1392:strategic thinking;1428:performance tuning;1549:oracle sql;1589:optimization;1590:product development;1599:sqlite;1603:project delivery;1625:action plan;1729:agile methodology;1730:unit testing;1760:problem solving;1763:problem;1766:ios development;1910:rdbms;1926:technical product configuration;1927:integration php;1929:jsp;1946:wcf;1996:international clients;2043:testing tools;2066:mobile applications;2124:concept design;2141:sql database;2187:cocoa;2257:sms;2292:core data;2293:cocoa framework;2294:swift;2295:cocoa touch;2426:ux;2458:mobile apps;2603:tcp;2771:station;2817:life;2891:ruby;2905:object oriented design;2913:mobile application;2978:continuous integration;3002:dbms;3077:messaging;3154:complex;3163:apple;3207:mysql db;3210:salary;3286:mobile phones;3287:motorola;3412:mobile technology;3422:ipad;3423:iphone sdk;3830:internet technologies;3949:github;3981:typography;4003:quality standards;4016:ios sdk;4288:cordova;4437:mac os;4562:sat;4743:native;4934:mvc architecture;4949:solutions;5187:xamarin;5871:it infrastructure consulting;6121:omniture;7075:product analysis;7697:rtsp;8283:ios developer;9892:sun;10673:innovation;11474:media player;11894:mac os x;14460:profiling
13:backend developer,13:computer science;20:management;28:web technologies;44:git;61:xml;108:jquery;109:javascript;111:open source;143:html;145:json;147:sql;152:development;153:front end;164:java;166:c++;170:oops;172:debugging;176:networking;177:mysql;185:agile;186:rest;189:j2ee;190:api;201:administration;231:python;243:c;249:svn;276:php;278:css;279:software development;280:technical;283:ajax;284:application;285:web;286:design;293:android;297:ios;300:programming;304:application development;307:applications;357:data structures;358:http;359:software design;360:system design;361:backend;362:ticketing;380:linux;428:dom;445:coding;525:web development;547:architecture;566:database;590:algorithms;791:oracle;830:html5;837:focus;884:version control;944:service;1015:mongodb;1021:software engineering;1022:angularjs;1118:deployment;1229:web services;1252:middleware;1315:apache;1414:scala;1527:architects;1552:web application;1556:pl;1603:project delivery;1662:django;1734:node.js;1765:lead developers;1766:ios development;1831:project development;1848:mvc framework;1910:rdbms;1950:postgresql;1962:ruby on rails;2259:agile development;2603:tcp;2891:ruby;3627:information retrieval;4707:elastic search;4708:scratch;4709:go;5463:design review;6567:design analysis;9788:back end
14:php developer,1:media planning;12:technology;13:computer science;20:management;28:web technologies;31:digital marketing;35:adobe;44:git;49:aws;59:website;61:xml;65:seo;66:social media;74:email;83:facebook;87:engineering;95:customer service;101:policies;102:analytical;106:analytical skills;108:jquery;109:javascript;110:cakephp;111:open source;112:css3;143:html;145:json;146:soap;147:sql;151:side;152:development;153:front end;154:it;164:java;165:oop;166:c++;169:ooad;170:oops;171:.net;172:debugging;177:mysql;181:project management;185:agile;186:rest;190:api;194:hr;201:administration;226:troubleshooting;231:python;243:c;255:english;257:developing;276:php;277:php mysql;278:css;279:software development;280:technical;282:mca;283:ajax;284:application;285:web;286:design;293:android;294:btech;296:server;297:ios;300:programming;301:testing;302:mobile;304:application development;305:eclipse;307:applications;323:bca;357:data structures;358:http;361:backend;364:hospitality;370:configuration;380:linux;406:cv;411:erp;427:quality;428:dom;429:com;430:written communication;431:time;432:cloud;441:software;444:usage;445:coding;476:mvc;503:tools;504:joomla;505:wordpress;506:xhtml;521:iis;523:magento;524:shopify;525:web development;547:architecture;549:business executive;559:customer satisfaction;563:ado.net;566:database;567:object oriented programming;568:support;589:documentation;592:flex;595:drupal;598:zend;614:healthcare;642:pharmacy;661:taxation;678:who;701:project life cycle;737:cms;738:knowledge;774:retail;789:six sigma;790:pmp;791:oracle;792:assembly language;793:real time operating systems;829:bootstrap;830:html5;845:qa;863:sdlc;884:version control;898:level;927:pdf;931:technical architecture;935:web designing;937:asp;944:service;962:software development life cycle;966:laravel;967:codeigniter;998:developer;1015:mongodb;1020:design patterns;1022:angularjs;1072:ui;1076:saving;1106:database design;1107:nosql;1151:e-commerce;1152:crm;1153:open;1187:firewall;1203:smarty;1204:third party;1229:web services;1233:content management;1234:management systems;1315:apache;1336:hotel management;1338:mobile development;1428:performance tuning;1527:architects;1552:web application;1556:pl;1583:scripting;1589:optimization;1590:product development;1603:project delivery;1643:twitter;1698:data modeling;1730:unit testing;1734:node.js;1735:core php;1763:problem;1764:business analysts;1765:lead developers;1783:dhtml;1831:project development;1848:mvc framework;1849:symphony;1878:system administration;1905:functions;1910:rdbms;1926:technical product configuration;1927:integration php;1929:jsp;1933:requirement gathering;1950:postgresql;1962:ruby on rails;2062:software developer;2063:subversion;2066:mobile applications;2080:react.js;2110:manager quality assurance;2141:sql database;2220:extjs;2277:iso;2298:basic;2367:client interaction;2484:parking;2537:dreamweaver;2591:zend framework;2777:bsc;2778:botany;2831:software engineer;2846:web application development;2848:technical skills;2849:node js;2875:access;2898:opencart;2905:object oriented design;2909:software solutions;2971:database management;3024:physical education;3025:business studies;3070:typing;3113:lamp;3274:symfony;3446:sports;3530:ssl;3610:wamp;4179:sub;4499:web developer;4562:sat;4620:web based applications;4742:payment gateways;4873:assets;4931:action script;4934:mvc architecture;4950:query optimization;5053:yii;5260:inter;5273:web application security;5413:w3c;5414:mumbai;5415:ghaziabad;5416:jaipur;5417:rajasthan;5418:jodhpur;5419:kota;5420:cake php;5421:opps;5455:e-learning;5477:human capital;5582:server configuration;5690:vb script;5716:m;5792:senior php programmer;5865:ror;6019:content management system;6047:e learning;6332:codeigniter framework;6487:security compliance;6514:ssh;6679:client server;6788:open source technologies;6854:application security;7124:ubuntu;7308:accessibility;7373:design and development;7806:php programming;7827:java scripts;7828:html css;7878:check;9036:al;9037:dr;9347:open source technology;9535:oscommerce;9789:sqlbusiness analysts;9885:code ignitor;10045:adobe air;12556:codeignitor;13002:core-php;13355:developerphp developer;13356:php developer;14137:plesk
15:sr. software engineer,13:computer science;18:support services;20:management;24:manual testing;28:web technologies;43:azure;44:git;52:communication skills;61:xml;70:workflow;74:email;81:sem;95:customer service;102:analytical;108:jquery;109:javascript;111:open source;113:c#;134:managed services;140:core java;143:html;147:sql;149:architecting;152:development;154:it;164:java;166:c++;169:ooad;170:oops;171:.net;172:debugging;176:networking;177:mysql;180:hibernate;181:project management;182:jdbc;185:agile;189:j2ee;190:api;226:troubleshooting;227:dns;231:python;243:c;250:spring;276:php;279:software development;280:technical;283:ajax;284:application;286:design;296:server;300:programming;301:testing;304:application development;305:eclipse;307:applications;370:configuration;380:linux;418:recruitment;427:quality;432:cloud;435:jenkins;438:national;439:branch;440:vice president;441:software;445:coding;448:software testing;476:mvc;484:matlab;503:tools;518:windows;519:unix;520:perl;521:iis;527:struts;528:spring boot;547:architecture;549:business executive;563:ado.net;564:microsoft;566:database;568:support;591:sql server;619:process operations;631:analytics;652:auditing;663:informatica;720:asp.net;782:solid;791:oracle;792:assembly language;796:automation;876:hardware;881:manager technology;893:devops;898:level;927:pdf;929:regression testing;935:web designing;944:service;968:telecom;973:wireless;1009:procurement;1020:design patterns;1021:software engineering;1022:angularjs;1037:scrum;1056:simulation;1058:system analysis;1068:compliance;1073:visual studio;1074:infrastructure;1079:soa;1112:spring mvc;1118:deployment;1178:automation testing;1229:web services;1231:financial planning;1233:content management;1272:sap;1316:itil process;1352:selenium;1359:fpga;1377:asp net c;1386:spring security;1416:data warehousing;1428:performance tuning;1474:project planning;1553:ms sql server;1564:solution architect;1583:scripting;1589:optimization;1613:software architecture;1652:cognos;1748:plsql;1781:teradata;1907:it operations;1910:rdbms;2024:business applications;2033:tuning;2044:webdynpro;2045:abap;2068:assurance;2074:technical lead;2093:simulink;2210:user acceptance testing;2287:construction;2325:project implementation;2367:client interaction;2594:designing;2623:data processing;2760:techno functional;2891:ruby;2907:configuration management;2909:software solutions;2969:embedded development;2995:xslt;2999:automation framework;3530:ssl;3812:oracle e-business suite;4294:pega;4610:oracle 10g;4906:system;5131:process monitoring;5231:transport management;5360:soap ui;5719:siebel;5823:browser compatibility;5880:oracle transportation management;6180:fleet management;6505:prpc;6507:jax;6759:technical analysis;6798:otm;6805:oracle support;6806:xml reports;6887:sil;6972:rsa;7042:it infrastructure services;7670:spice;8434:functional safety;8599:system integration testing;9079:hyperion planning;9209:targetlink;9813:nec;9982:sql server 2005 08;9983:sql servers;9984:team member;9985:sr software;10833:web dynpro;10834:abap webdynmpro;10835:ams;11515:quality planning;13371:query studio;13373:report studio;13853:design principles
16:software engineering- mentor,28:web technologies;111:open source;151:side;152:development;153:front end;154:it;285:web;293:android;300:programming;302:mobile;361:backend;441:software;442:mentor;443:consulting;444:usage;445:coding;446:investment
17:design engineer mechanical,14:fabrication;52:communication skills;91:mechanical engineering;423:drafting;469:detail engineering;470:material handling;471:autocad;472:detailing;473:design engineering;474:microstation;475:bid evaluation;1721:3d;4575:bom;4944:autocad 2d;9832:autodesk inventor;9963:container
18:business development executive - kolkata,95:customer service;136:market research;487:product placement;488:distributor handling;489:business development executive;490:customer service executive;491:secondary sales;492:supervision
19:php developer (wordpress & woo commerce/shopify / magento),108:jquery;177:mysql;243:c;276:php;283:ajax;505:wordpress;522:woocommerce;523:magento;524:shopify;525:web development
20:sr. manager- business development,118:business development manager;129:business development;272:marketing;529:business development management;530:bd;531:projects;532:bdm;533:tendering;534:proposal
21:graphic designer,2:digital media;6:clients;19:research;28:web technologies;35:adobe;61:xml;65:seo;66:social media;70:workflow;102:analytical;107:copyright;108:jquery;109:javascript;112:css3;143:html;148:conceptualization;152:development;153:front end;155:articulate storyline;164:java;170:oops;172:debugging;177:mysql;188:banking;197:iso 9001;264:team management;270:budgeting;272:marketing;275:matrix;276:php;278:css;281:photoshop;282:mca;283:ajax;286:design;293:android;301:testing;323:bca;324:graphics;329:publishing;330:animation;341:information technology;359:software design;362:ticketing;364:hospitality;406:cv;410:branding;411:erp;418:recruitment;431:time;441:software;443:consulting;444:usage;464:interpersonal skills;492:supervision;503:tools;505:wordpress;506:xhtml;518:windows;545:graphic designing;546:adobe creative suite;547:architecture;548:ms office;549:business executive;553:cost;555:creative;556:indesign;666:online marketing;678:who;695:automotive;711:advertising;773:corporate;808:high level design;814:layout;816:graphic design;817:illustration;822:ideas;824:illustrator;829:bootstrap;831:multimedia;906:night shift;924:corel draw;927:pdf;935:web designing;989:hiring;1011:packaging;1060:infographics;1062:coreldraw;1151:e-commerce;1196:pharma;1224:product;1235:brand awareness;1291:ncr;1304:cad;1345:it recruitment;1393:interpersonal communication;1446:project coordinator;1450:english language;1464:maya;1469:fine arts;1470:user interface designing;1474:project planning;1561:medical representative;1601:autodesk;1603:project delivery;1647:excel powerpoint;1667:proof reading;1716:user experience;1782:corporate identity;1825:web designer;1826:flash;1831:project development;1859:visualiser;1897:customer focus;1935:wireframing;2066:mobile applications;2106:brand building;2140:talent;2170:powerpoint;2278:printing;2281:corporate marketing;2282:ms office word;2284:visual design;2305:product design;2323:3ds max;2324:3d designer;2325:project implementation;2326:video editing;2424:computer;2426:ux;2440:psd;2442:designer;2463:tool design;2537:dreamweaver;2567:photo editing;2574:animator;2594:designing;2748:media;2848:technical skills;2903:campaigns;2906:post production;3150:operating systems;3306:digital design;3307:interaction design;3308:information architecture;3320:adobe photoshop;3321:adobe illustrator;3980:posters;3981:typography;4105:video editor;4106:audio editing;4142:banners;4143:creative skills;4172:logo design;4335:hr solutions;4361:office equipment;4437:mac os;4499:web developer;4503:people management skills;4527:wap;4565:creative director;4566:company profiling;4624:graphic;4629:coral draw;4654:creative designing;4862:agile scrum;4889:photography;4937:graphic designer;5084:google sketchup;5514:sketching;5662:marketing support;5762:brochures;5763:special effects;5930:sound editing;5931:visualizing;6009:2d animation;6010:adobe premiere pro;6031:content strategy;6244:magazines;6275:art;6351:emailer;6609:corporate presentations;7402:collaterals;7420:e-marketing;7577:good typing speed;7633:cinema 4d;7634:3d max;7638:ui design;7695:process flows;7801:creative services;7839:communication design;7880:design software;7965:fashion designer;8169:images;8420:web technologiesui;8421:website promotion;8618:box;8994:print ads;8995:in - designing;9025:composition;9188:flash designing;9485:cartons;9821:creative solutions;10035:visual communication;10442:pagemaker;11151:edms;11835:webdesigner;12042:coraldraw;12199:creativity;12888:after effect;13105:development process;13295:adobe indesign;13296:and quality;13368:photo shop;13369:web desiging;13370:art work;13599:draw;13784:leaflets;14380:illustrator etc.
